"PaymentId";"PaymentType";"CardNumber";"AmountCharged";"OrderHeader_OrderNumber"
5444;"CreditCard";"9440183299209327";2560;5444
5445;"CreditCard";"5161062712511695";5951;5445
5446;"CreditCard";"9596007264207201";2217;5446
5447;"CreditCard";"5838350801306273";7754;5447
5448;"CreditCard";"4458395343539954";3274;5448
5449;"CreditCard";"9773042524102691";9427;5449
5450;"CreditCard";"9309284171668949";2655;5450
5451;"CreditCard";"7205727092251525";4810;5451
5452;"CreditCard";"5770950578466173";2256;5452
5453;"CreditCard";"6905541961660301";8433;5453
5454;"CreditCard";"9146064905304773";8224;5454
5455;"CreditCard";"5072433228037826";732;5455
5456;"CreditCard";"8631643372290136";1858;5456
5457;"CreditCard";"5105614131989176";8895;5457
5458;"CreditCard";"9168403883763507";9271;5458
5459;"CreditCard";"4954335753753252";2673;5459
5460;"CreditCard";"6905720540325312";2824;5460
5461;"CreditCard";"6299551120058213";1278;5461
5462;"CreditCard";"6429814094723718";7613;5462
5463;"CreditCard";"8764775627406427";2313;5463
5464;"CreditCard";"8270426481179884";6675;5464
5465;"CreditCard";"6400112080741708";3313;5465
5466;"CreditCard";"7648637020671003";487;5466
5467;"CreditCard";"5119775872999233";4050;5467
5468;"CreditCard";"9789841199879871";4540;5468
5469;"CreditCard";"6030181311660743";12156;5469
5470;"CreditCard";"8904617760101747";5046;5470
5471;"CreditCard";"5232861073298241";3850;5471
5472;"CreditCard";"7332929331306420";880;5472
5473;"CreditCard";"6684620366800771";3374;5473
5474;"CreditCard";"7754124332359666";3898;5474
5475;"CreditCard";"4870885727232774";5046;5475
5476;"CreditCard";"6744587025843077";5408;5476
5477;"CreditCard";"4653667913795488";12285;5477
5478;"CreditCard";"6085448155800457";11725;5478
5479;"CreditCard";"7001972115854900";984;5479
5480;"CreditCard";"8288474165590150";12960;5480
5481;"CreditCard";"8594200636765253";905;5481
5482;"CreditCard";"8027179901227064";7612;5482
5483;"CreditCard";"7960447150775830";4942;5483
5484;"CreditCard";"7968839803805341";12180;5484
5485;"CreditCard";"5398333750332597";2991;5485
5486;"CreditCard";"8712307773157771";4480;5486
5487;"CreditCard";"6654433400504948";876;5487
5488;"CreditCard";"8509468173873896";8021;5488
5489;"CreditCard";"7636872792688192";8638;5489
5490;"CreditCard";"4998986844602832";2576;5490
5491;"CreditCard";"4925493581577829";2586;5491
5492;"CreditCard";"6823392180046043";8897;5492
5493;"CreditCard";"9864836250657770";9037;5493
5494;"CreditCard";"6784976318135563";10310;5494
5495;"CreditCard";"8242617446055035";387;5495
5496;"CreditCard";"4728331427686242";4100;5496
5497;"CreditCard";"7354382736579975";874;5497
5498;"CreditCard";"6138047299272101";2236;5498
5499;"CreditCard";"9898991215016296";7545;5499
5500;"CreditCard";"6977611080545632";4524;5500
5501;"CreditCard";"5153043301432372";3140;5501
5502;"CreditCard";"5112954932538391";12612;5502
5503;"CreditCard";"7339061269299717";5264;5503
5504;"CreditCard";"9321003558405330";4275;5504
5505;"CreditCard";"5292467731990337";2303;5505
5506;"CreditCard";"8276854689978646";3882;5506
5507;"CreditCard";"7103784550586019";506;5507
5508;"CreditCard";"9364754060796886";3655;5508
5509;"CreditCard";"7460022689780345";3496;5509
5510;"CreditCard";"6336738729267397";7836;5510
5511;"CreditCard";"4911724653995222";8629;5511
5512;"CreditCard";"6392136885861572";4656;5512
5513;"CreditCard";"6709441573935862";6516;5513
5514;"CreditCard";"8257697731829321";2061;5514
5515;"CreditCard";"6271023097041800";4376;5515
5516;"CreditCard";"9381390448642132";5464;5516
5517;"CreditCard";"8745870927618749";6074;5517
5518;"CreditCard";"9699911126613553";2368;5518
5519;"CreditCard";"7665048069738863";7200;5519
5520;"CreditCard";"6618701137152547";3552;5520
5521;"CreditCard";"6332653105297215";6691;5521
5522;"CreditCard";"5236347488242324";8667;5522
5523;"CreditCard";"6943783811867493";4221;5523
5524;"CreditCard";"9544970731720511";13341;5524
5525;"CreditCard";"8826483321648612";11208;5525
5526;"CreditCard";"6564878382461696";7613;5526
5527;"CreditCard";"9999347339744123";3959;5527
5528;"CreditCard";"8301106893535446";5381;5528
5529;"CreditCard";"5862834548300324";12844;5529
5530;"CreditCard";"9988254565049222";2450;5530
5531;"CreditCard";"9188720418669141";391;5531
5532;"CreditCard";"7826439057564454";3420;5532
5533;"CreditCard";"5593645898311909";2230;5533
5534;"CreditCard";"6396021875458608";8264;5534
5535;"CreditCard";"8429667572688306";642;5535
5536;"CreditCard";"5415159500677694";1305;5536
5537;"CreditCard";"4644874995416668";7692;5537
5538;"CreditCard";"7498478374995626";12701;5538
5539;"CreditCard";"6799017206209990";8559;5539
5540;"CreditCard";"5960342096915500";9403;5540
5541;"CreditCard";"8679897854345040";8958;5541
5542;"CreditCard";"9756968614749630";7940;5542
5543;"CreditCard";"8166666339591708";658;5543
5544;"CreditCard";"4531791470142034";5864;5544
5545;"CreditCard";"9839324773103979";11876;5545
5546;"CreditCard";"9291135668814192";3275;5546
5547;"CreditCard";"6090886122563884";3584;5547
5548;"CreditCard";"4690159642686696";2702;5548
5549;"CreditCard";"4753044036760019";7740;5549
5550;"CreditCard";"7551858363741298";11415;5550
5551;"CreditCard";"7059880743080130";7516;5551
5552;"CreditCard";"9389735194937245";2157;5552
5553;"CreditCard";"4615639324810122";4586;5553
5554;"CreditCard";"5784542142493338";7260;5554
5555;"CreditCard";"5176405468824677";3084;5555
5556;"CreditCard";"9836771337713294";8048;5556
5557;"CreditCard";"4663920059816740";2586;5557
5558;"CreditCard";"4531631878039595";8551;5558
5559;"CreditCard";"7620332168922950";12312;5559
5560;"CreditCard";"5764300967793664";981;5560
5561;"CreditCard";"4571379504894700";2952;5561
5562;"CreditCard";"5120888454060958";8212;5562
5563;"CreditCard";"5150591868289643";409;5563
5564;"CreditCard";"6473897422954234";6330;5564
5565;"CreditCard";"7630583059378631";5994;5565
5566;"CreditCard";"5441254341908074";639;5566
5567;"CreditCard";"8080188675409494";5370;5567
5568;"CreditCard";"7915961958180371";2094;5568
5569;"CreditCard";"8053040129571430";2979;5569
5570;"CreditCard";"6742957034714156";9217;5570
5571;"CreditCard";"7930269749028308";2160;5571
5572;"CreditCard";"5919860739332237";9523;5572
5573;"CreditCard";"8652829479056218";9808;5573
5574;"CreditCard";"7301452574992443";4086;5574
5575;"CreditCard";"5517817782462017";9151;5575
5576;"CreditCard";"6721891378194225";4176;5576
5577;"CreditCard";"5336586011482954";2639;5577
5578;"CreditCard";"7576747210634883";11145;5578
5579;"CreditCard";"7951134547550585";3202;5579
5580;"CreditCard";"5448654556960888";7083;5580
5581;"CreditCard";"8250160294266896";7581;5581
5582;"CreditCard";"6777638560691683";1383;5582
5583;"CreditCard";"8958816539318981";11228;5583
5584;"CreditCard";"4592325776753517";5743;5584
5585;"CreditCard";"5972631302851786";3280;5585
5586;"CreditCard";"8895874176139357";3122;5586
5587;"CreditCard";"6133852714103172";5031;5587
5588;"CreditCard";"5516945981027142";9800;5588
5589;"CreditCard";"6099958018753832";7087;5589
5590;"CreditCard";"8999409826617358";9381;5590
5591;"CreditCard";"5826076456861787";2807;5591
5592;"CreditCard";"5502743448357150";10683;5592
5593;"CreditCard";"8296201077488270";3752;5593
5594;"CreditCard";"8512185381281054";5109;5594
5595;"CreditCard";"9879021926665306";12900;5595
5596;"CreditCard";"8838051608583771";2102;5596
5597;"CreditCard";"5624928522027779";4057;5597
5598;"CreditCard";"6365336438832264";11354;5598
5599;"CreditCard";"5258702144885005";2910;5599
5600;"CreditCard";"5515521368983066";5400;5600
5601;"CreditCard";"5866333328789081";2804;5601
5602;"CreditCard";"6430494594717097";1498;5602
5603;"CreditCard";"6495926604156455";3937;5603
5604;"CreditCard";"8200364859951037";11894;5604
5605;"CreditCard";"6081961872411829";2793;5605
5606;"CreditCard";"7088054855783403";2227;5606
5607;"CreditCard";"8344644739075223";1971;5607
5608;"CreditCard";"5985022601408491";2130;5608
5609;"CreditCard";"4480278535967406";4426;5609
5610;"CreditCard";"5251898265906309";6680;5610
5611;"CreditCard";"6737699584643940";6528;5611
5612;"CreditCard";"8109780561511461";9494;5612
5613;"CreditCard";"5949787963646100";10300;5613
5614;"CreditCard";"8689482009011600";7595;5614
5615;"CreditCard";"9131398138073243";4680;5615
5616;"CreditCard";"4687109312908848";12510;5616
5617;"CreditCard";"7849433098441253";6018;5617
5618;"CreditCard";"7799443641552321";9127;5618
5619;"CreditCard";"5615174219516182";3094;5619
5620;"CreditCard";"7957475556082068";7212;5620
5621;"CreditCard";"5046311677826826";10808;5621
5622;"CreditCard";"4546457197736783";8143;5622
5623;"CreditCard";"5558865063541259";1528;5623
5624;"CreditCard";"9293922335015120";5440;5624
5625;"CreditCard";"6100415208663202";4937;5625
5626;"CreditCard";"8001481412862716";3440;5626
5627;"CreditCard";"5992746429035433";8387;5627
5628;"CreditCard";"7169968667875661";2820;5628
5629;"CreditCard";"7981551662733710";4682;5629
5630;"CreditCard";"5748740390566762";2000;5630
5631;"CreditCard";"8286014389143589";9078;5631
5632;"CreditCard";"9130363034822036";11709;5632
5633;"CreditCard";"6445824996373183";9244;5633
5634;"CreditCard";"6576994310580640";1900;5634
5635;"CreditCard";"9055410413973412";1270;5635
5636;"CreditCard";"8052385074421229";7461;5636
5637;"CreditCard";"5344530723774929";1265;5637
5638;"CreditCard";"7307265820043512";12135;5638
5639;"CreditCard";"9030740197287526";4947;5639
5640;"CreditCard";"4792827390709512";9058;5640
5641;"CreditCard";"7520332240472008";3270;5641
5642;"CreditCard";"8132948077175372";3003;5642
5643;"CreditCard";"9458448985292132";3608;5643
5644;"CreditCard";"7482557040212854";6015;5644
5645;"CreditCard";"6137569729526271";6142;5645
5646;"CreditCard";"4719812541285415";5808;5646
5647;"CreditCard";"6816655676130665";3881;5647
5648;"CreditCard";"5281953716090331";6698;5648
5649;"CreditCard";"6295760927961262";9520;5649
5650;"CreditCard";"5473045914072392";9978;5650
5651;"CreditCard";"9554661526113377";2288;5651
5652;"CreditCard";"5171292207906163";6516;5652
5653;"CreditCard";"4634501836504668";3966;5653
5654;"CreditCard";"7540071679830676";5087;5654
5655;"CreditCard";"5653384136910197";5932;5655
5656;"CreditCard";"7757534140759017";5693;5656
5657;"CreditCard";"4921959177464238";6759;5657
5658;"CreditCard";"9245941100479249";2104;5658
5659;"CreditCard";"8417681363317010";3950;5659
5660;"CreditCard";"6912099426143930";5393;5660
5661;"CreditCard";"5764471291335935";1648;5661
5662;"CreditCard";"9113305386915993";10560;5662
5663;"CreditCard";"5815534148834620";11890;5663
5664;"CreditCard";"5904513817593239";4446;5664
5665;"CreditCard";"5000864541050763";11030;5665
5666;"CreditCard";"6472718959743629";9863;5666
5667;"CreditCard";"6266969354343344";4719;5667
5668;"CreditCard";"6243311959978688";2457;5668
5669;"CreditCard";"7975962623873985";1588;5669
5670;"CreditCard";"7965757988131136";3750;5670
5671;"CreditCard";"5311571874385929";5155;5671
5672;"CreditCard";"9363131315605765";876;5672
5673;"CreditCard";"5568570235212657";6703;5673
5674;"CreditCard";"7979442837258816";1776;5674
5675;"CreditCard";"5050073626549071";4522;5675
5676;"CreditCard";"7737216640936877";3292;5676
5677;"CreditCard";"5527725332784420";5052;5677
5678;"CreditCard";"9064358700503195";2917;5678
5679;"CreditCard";"6739363042330308";7133;5679
5680;"CreditCard";"9406216040924640";2727;5680
5681;"CreditCard";"9917860380222972";7988;5681
5682;"CreditCard";"5960152172420388";8127;5682
5683;"CreditCard";"9654379070556573";4620;5683
5684;"CreditCard";"7835706002966734";6511;5684
5685;"CreditCard";"6626963545298470";8182;5685
5686;"CreditCard";"6700190565276845";6932;5686
5687;"CreditCard";"7054637911651570";210;5687
5688;"CreditCard";"5134706086905577";5198;5688
5689;"CreditCard";"9473283718453494";4476;5689
5690;"CreditCard";"8160613790935437";5865;5690
5691;"CreditCard";"6674845920752689";6157;5691
5692;"CreditCard";"8534757340137371";8484;5692
5693;"CreditCard";"7228138895470789";6583;5693
5694;"CreditCard";"4988188451711283";3204;5694
5695;"CreditCard";"5262122409505134";10070;5695
5696;"CreditCard";"8814422728041696";5606;5696
5697;"CreditCard";"4955711279174741";12821;5697
5698;"CreditCard";"5547842708326013";11945;5698
5699;"CreditCard";"5766693560148335";8665;5699
5700;"CreditCard";"9018660863562414";2040;5700
5701;"CreditCard";"8353794314322157";8973;5701
5702;"CreditCard";"9065538825913685";12564;5702
5703;"CreditCard";"5600962491193959";7299;5703
5704;"CreditCard";"7729502204140563";6548;5704
5705;"CreditCard";"7815484441902841";7574;5705
5706;"CreditCard";"9497017561696750";7928;5706
5707;"CreditCard";"6903930301565845";6190;5707
5708;"CreditCard";"5454851139729097";5942;5708
5709;"CreditCard";"7797701660505933";6817;5709
5710;"CreditCard";"6765532098945580";7043;5710
5711;"CreditCard";"9010252990445162";13579;5711
5712;"CreditCard";"6616833977066475";7412;5712
5713;"CreditCard";"8738335124674447";5230;5713
5714;"CreditCard";"5450621215634457";4971;5714
5715;"CreditCard";"7500160178043209";4341;5715
5716;"CreditCard";"8375491530855668";4833;5716
5717;"CreditCard";"5995986592798946";5995;5717
5718;"CreditCard";"4906450881836121";2345;5718
5719;"CreditCard";"6796338684768019";7196;5719
5720;"CreditCard";"6862094947401774";12013;5720
5721;"CreditCard";"5993828462961241";3890;5721
5722;"CreditCard";"5646234055358671";3300;5722
5723;"CreditCard";"6410370181422179";9128;5723
5724;"CreditCard";"9910268730171136";6281;5724
5725;"CreditCard";"7018285492520955";6996;5725
5726;"CreditCard";"5152790446998862";3316;5726
5727;"CreditCard";"5532961744342339";11062;5727
5728;"CreditCard";"6887353769286299";5089;5728
5729;"CreditCard";"7797804901585833";10325;5729
5730;"CreditCard";"7263351403569704";14105;5730
5731;"CreditCard";"4618021678974539";4482;5731
5732;"CreditCard";"4457506597038182";11318;5732
5733;"CreditCard";"7359836597670171";2593;5733
5734;"CreditCard";"9674663753347728";8686;5734
5735;"CreditCard";"6745585240959977";627;5735
5736;"CreditCard";"7647542100460667";10362;5736
5737;"CreditCard";"8694962118141041";15879;5737
5738;"CreditCard";"8887498875667242";729;5738
5739;"CreditCard";"8892307476957533";5916;5739
5740;"CreditCard";"6899306296656355";3956;5740
5741;"CreditCard";"5642432674527058";2635;5741
5742;"CreditCard";"4651640826662366";5136;5742
5743;"CreditCard";"6862853908783512";6620;5743
5744;"CreditCard";"4944847062256060";10414;5744
5745;"CreditCard";"8401580150188851";6146;5745
5746;"CreditCard";"7357390444046610";9482;5746
5747;"CreditCard";"6025492347127300";11390;5747
5748;"CreditCard";"6684874733693451";5751;5748
5749;"CreditCard";"7575206632680212";15023;5749
5750;"CreditCard";"7935591249433389";876;5750
5751;"CreditCard";"6512367121196124";2184;5751
5752;"CreditCard";"5630300365134546";10108;5752
5753;"CreditCard";"5017638934564258";2574;5753
5754;"CreditCard";"9475511004728459";3690;5754
5755;"CreditCard";"8993567806595072";9345;5755
5756;"CreditCard";"5816801892475845";12805;5756
5757;"CreditCard";"5153538445305933";7894;5757
5758;"CreditCard";"7268305452187790";6304;5758
5759;"CreditCard";"9585476159311098";1400;5759
5760;"CreditCard";"9727885740418038";12629;5760
5761;"CreditCard";"9136843420388642";596;5761
5762;"CreditCard";"7127359907496526";7033;5762
5763;"CreditCard";"5780564289227215";2682;5763
5764;"CreditCard";"8937518744459535";2341;5764
5765;"CreditCard";"4905460192448215";1866;5765
5766;"CreditCard";"7696968951893314";5444;5766
5767;"CreditCard";"5337271344817438";11043;5767
5768;"CreditCard";"9281670791427072";6540;5768
5769;"CreditCard";"8941682181075782";6625;5769
5770;"CreditCard";"4939756298470415";2478;5770
5771;"CreditCard";"7060720239028523";747;5771
5772;"CreditCard";"9143669409477849";3800;5772
5773;"CreditCard";"9903856274438411";3056;5773
5774;"CreditCard";"5205160552450865";6618;5774
5775;"CreditCard";"6609710534047546";3986;5775
5776;"CreditCard";"8091651840100567";14884;5776
5777;"CreditCard";"4736791542168483";3810;5777
5778;"CreditCard";"5151613284886154";3940;5778
5779;"CreditCard";"5596937782070631";2315;5779
5780;"CreditCard";"7529895646996002";5301;5780
5781;"CreditCard";"8474271933662465";4654;5781
5782;"CreditCard";"9755983147338374";4255;5782
5783;"CreditCard";"6532566648986305";7170;5783
5784;"CreditCard";"8754126270571139";6594;5784
5785;"CreditCard";"7936655813816103";5831;5785
5786;"CreditCard";"6893919791146416";1998;5786
5787;"CreditCard";"7755805625889526";11054;5787
5788;"CreditCard";"5860769305290953";2226;5788
5789;"CreditCard";"7622852427713042";10178;5789
5790;"CreditCard";"5312398285479941";9382;5790
5791;"CreditCard";"6959078330827483";1040;5791
5792;"CreditCard";"7201580399111419";1665;5792
5793;"CreditCard";"4572571551354060";13093;5793
5794;"CreditCard";"4932989212616560";7139;5794
5795;"CreditCard";"7334451382551521";3120;5795
5796;"CreditCard";"9102289020819642";6725;5796
5797;"CreditCard";"7891449327765679";3800;5797
5798;"CreditCard";"5361700918645378";7170;5798
5799;"CreditCard";"6769068916245413";2598;5799
5800;"CreditCard";"4572006566911097";8248;5800
5801;"CreditCard";"6553220991009082";5689;5801
5802;"CreditCard";"8460445208315490";13432;5802
5803;"CreditCard";"7966610469790709";4670;5803
5804;"CreditCard";"8538931548707268";8502;5804
5805;"CreditCard";"9482320063760623";6809;5805
5806;"CreditCard";"4672148529974286";3990;5806
5807;"CreditCard";"6912633132287303";6627;5807
5808;"CreditCard";"6301811364400837";4718;5808
5809;"CreditCard";"6672314674667496";6907;5809
5810;"CreditCard";"8000485120859805";9699;5810
5811;"CreditCard";"8252141608772868";9378;5811
5812;"CreditCard";"8247033758209207";6338;5812
5813;"CreditCard";"5812183276793473";296;5813
5814;"CreditCard";"6727074534283944";5335;5814
5815;"CreditCard";"7611633616711787";13709;5815
5816;"CreditCard";"6918082864006884";12549;5816
5817;"CreditCard";"7717695550113133";9040;5817
5818;"CreditCard";"5541850087210709";4414;5818
5819;"CreditCard";"5715869666509576";5273;5819
5820;"CreditCard";"8375865909026898";4579;5820
5821;"CreditCard";"9973020705199092";9543;5821
5822;"CreditCard";"4627748856753931";4119;5822
5823;"CreditCard";"9074185528028337";11704;5823
5824;"CreditCard";"6566430440072985";9546;5824
5825;"CreditCard";"8373531071955685";11477;5825
5826;"CreditCard";"8606184896643197";920;5826
5827;"CreditCard";"4784471745907084";1975;5827
5828;"CreditCard";"8860143135509805";297;5828
5829;"CreditCard";"9549529595413009";12857;5829
5830;"CreditCard";"9686648876794504";1662;5830
5831;"CreditCard";"4477203044100377";4616;5831
5832;"CreditCard";"5099884714472333";2956;5832
5833;"CreditCard";"7222598639833777";2720;5833
5834;"CreditCard";"7143176522454775";8852;5834
5835;"CreditCard";"8800914650909894";12242;5835
5836;"CreditCard";"8623600139216650";6620;5836
5837;"CreditCard";"9124715180617493";1946;5837
5838;"CreditCard";"8162392811605911";6147;5838
5839;"CreditCard";"6585881117966531";11359;5839
5840;"CreditCard";"5625622549421817";6230;5840
5841;"CreditCard";"8078008589877612";1992;5841
5842;"CreditCard";"6434971975695690";2484;5842
5843;"CreditCard";"7859944861618735";4519;5843
5844;"CreditCard";"5617643323356470";1231;5844
5845;"CreditCard";"8741421328833582";2020;5845
5846;"CreditCard";"5635350706816574";10437;5846
5847;"CreditCard";"5639106017830248";6108;5847
5848;"CreditCard";"6250544027794303";1705;5848
5849;"CreditCard";"7790848446858637";3227;5849
5850;"CreditCard";"6937209256827157";11936;5850
5851;"CreditCard";"9803690870380060";4169;5851
5852;"CreditCard";"9927716715477713";648;5852
5853;"CreditCard";"5089815430212033";6560;5853
5854;"CreditCard";"6492515965015488";6522;5854
5855;"CreditCard";"7676554715505666";1813;5855
5856;"CreditCard";"5740796486420454";6926;5856
5857;"CreditCard";"9127720374173371";3928;5857
5858;"CreditCard";"9168248390748951";9382;5858
5859;"CreditCard";"8430954767638171";4145;5859
5860;"CreditCard";"9663083577029504";5639;5860
5861;"CreditCard";"9375324365894076";7820;5861
5862;"CreditCard";"6488782286715266";7785;5862
5863;"CreditCard";"6761578980690904";1310;5863
5864;"CreditCard";"9516119947144165";8689;5864
5865;"CreditCard";"7363988664355675";11725;5865
5866;"CreditCard";"9130885335895220";9147;5866
5867;"CreditCard";"9588792624708462";5238;5867
5868;"CreditCard";"6136253572554885";8424;5868
5869;"CreditCard";"9380064027903623";2303;5869
5870;"CreditCard";"9429759563419776";5228;5870
5871;"CreditCard";"5295044662468800";835;5871
5872;"CreditCard";"5582732698475029";5731;5872
5873;"CreditCard";"7877131518904655";4701;5873
5874;"CreditCard";"5499154520441066";16852;5874
5875;"CreditCard";"7939862296622502";1938;5875
5876;"CreditCard";"9733051418685590";8985;5876
5877;"CreditCard";"5180948682676238";12216;5877
5878;"CreditCard";"6064720097338861";6888;5878
5879;"CreditCard";"9534574158209009";8308;5879
5880;"CreditCard";"9635216856128320";8304;5880
5881;"CreditCard";"9393887416010436";4505;5881
5882;"CreditCard";"7227716274072370";9715;5882
5883;"CreditCard";"6219902330637721";3208;5883
5884;"CreditCard";"9093784800603727";3564;5884
5885;"CreditCard";"6366514540767226";2980;5885
5886;"CreditCard";"6884957472556379";6477;5886
5887;"CreditCard";"8024929122759459";12131;5887
5888;"CreditCard";"6371494309961261";6869;5888
5889;"CreditCard";"9708961070393483";772;5889
5890;"CreditCard";"8220499248631494";1421;5890
5891;"CreditCard";"9351960878765566";7344;5891
5892;"CreditCard";"9400878819668500";3950;5892
5893;"CreditCard";"4921931889379144";8940;5893
5894;"CreditCard";"5298495609138927";12716;5894
5895;"CreditCard";"5405263886589255";5280;5895
5896;"CreditCard";"5255369539421978";2910;5896
5897;"CreditCard";"8017336586345485";2592;5897
5898;"CreditCard";"9497504214337955";9498;5898
5899;"CreditCard";"8513829689022204";3420;5899
5900;"CreditCard";"5161635676369408";2673;5900
5901;"CreditCard";"9366105885546205";6524;5901
5902;"CreditCard";"6610644139944183";6095;5902
5903;"CreditCard";"6581361092908989";7820;5903
5904;"CreditCard";"6500428472414150";1971;5904
5905;"CreditCard";"9964904478169861";3612;5905
5906;"CreditCard";"7122859343407846";5494;5906
5907;"CreditCard";"4832360007742613";8824;5907
5908;"CreditCard";"5153912603967709";4441;5908
5909;"CreditCard";"5087869396407538";1576;5909
5910;"CreditCard";"8812447814155480";5619;5910
5911;"CreditCard";"8096159778091373";8478;5911
5912;"CreditCard";"4960524599439288";4793;5912
5913;"CreditCard";"8785022811171368";4928;5913
5914;"CreditCard";"4694083932827303";694;5914
5915;"CreditCard";"7909291509572377";5506;5915
5916;"CreditCard";"5156820305079689";4109;5916
5917;"CreditCard";"5612879010539505";1214;5917
5918;"CreditCard";"5408356561777573";3362;5918
5919;"CreditCard";"6880254990315984";3272;5919
5920;"CreditCard";"7967184487002767";3528;5920
5921;"CreditCard";"6202963656978813";8839;5921
5922;"CreditCard";"8746162340141395";1380;5922
5923;"CreditCard";"5332720764395440";3807;5923
5924;"CreditCard";"7443666280908749";1180;5924
5925;"CreditCard";"4734084215720531";3716;5925
5926;"CreditCard";"5417743008309036";1221;5926
5927;"CreditCard";"5949457454669429";9629;5927
5928;"CreditCard";"4926251640008435";2826;5928
5929;"CreditCard";"8216327112709025";10010;5929
5930;"CreditCard";"8698470470917880";6883;5930
5931;"CreditCard";"5429016947594018";1368;5931
5932;"CreditCard";"8851714366529786";3096;5932
5933;"CreditCard";"5858329624621839";2709;5933
5934;"CreditCard";"9451700435471186";3924;5934
5935;"CreditCard";"7495715764350846";4985;5935
5936;"CreditCard";"9946109499962765";296;5936
5937;"CreditCard";"4667084103114367";13638;5937
5938;"CreditCard";"4526436535171664";4967;5938
5939;"CreditCard";"9501273088260621";4263;5939
5940;"CreditCard";"4795080926804471";7491;5940
5941;"CreditCard";"9872309261513092";892;5941
5942;"CreditCard";"5193769530492568";9016;5942
5943;"CreditCard";"9055580468405911";2590;5943
5944;"CreditCard";"8217821819794302";6795;5944
5945;"CreditCard";"7972719406925047";6318;5945
5946;"CreditCard";"7417006798556484";5290;5946
5947;"CreditCard";"6880218848651562";4688;5947
5948;"CreditCard";"5367883712692873";2632;5948
5949;"CreditCard";"9547972013313791";5323;5949
5950;"CreditCard";"6493968273104660";4249;5950
5951;"CreditCard";"7843527980369812";5837;5951
5952;"CreditCard";"5382839927942254";7115;5952
5953;"CreditCard";"7779565318289456";1038;5953
5954;"CreditCard";"7319919776307470";5282;5954
5955;"CreditCard";"5429444766905471";8433;5955
5956;"CreditCard";"6690773365638729";7830;5956
5957;"CreditCard";"7544508338947240";352;5957
5958;"CreditCard";"4890094184604696";2778;5958
5959;"CreditCard";"8754612338640195";6213;5959
5960;"CreditCard";"5095220643007651";4944;5960
5961;"CreditCard";"6072329332672390";3028;5961
5962;"CreditCard";"7346820618291683";5878;5962
5963;"CreditCard";"8449596499217048";3636;5963
5964;"CreditCard";"6142255734694598";4389;5964
5965;"CreditCard";"6807209490574191";3304;5965
5966;"CreditCard";"6562676613237329";3723;5966
5967;"CreditCard";"5978753118143158";2740;5967
5968;"CreditCard";"9532082166810550";966;5968
5969;"CreditCard";"5790817640657915";10953;5969
5970;"CreditCard";"6138258772461360";11589;5970
5971;"CreditCard";"4542324070950725";2963;5971
5972;"CreditCard";"9406978908573630";10761;5972
5973;"CreditCard";"6880610484079471";5436;5973
5974;"CreditCard";"9481800688971639";2713;5974
5975;"CreditCard";"6995399759495554";9663;5975
5976;"CreditCard";"6935078949716724";1498;5976
5977;"CreditCard";"8788400782091858";648;5977
5978;"CreditCard";"7205589611927181";7292;5978
5979;"CreditCard";"4840381092335284";7636;5979
5980;"CreditCard";"8120638257117358";3840;5980
5981;"CreditCard";"5161195980840269";11611;5981
5982;"CreditCard";"5816625909031510";530;5982
5983;"CreditCard";"5768119477640327";1375;5983
5984;"CreditCard";"5852496808075793";9506;5984
5985;"CreditCard";"4498467031501987";8776;5985
5986;"CreditCard";"4520292302569373";9591;5986
5987;"CreditCard";"6124777907736045";6988;5987
5988;"CreditCard";"6567530820035753";6944;5988
5989;"CreditCard";"7460717714828537";5955;5989
5990;"CreditCard";"4910304344275479";1533;5990
5991;"CreditCard";"6604224118328662";1649;5991
5992;"CreditCard";"4791237481683509";3110;5992
5993;"CreditCard";"5625611715679760";9360;5993
5994;"CreditCard";"8600235293662935";2890;5994
5995;"CreditCard";"4618815221264909";410;5995
5996;"CreditCard";"4947320553505130";1600;5996
5997;"CreditCard";"8601596573981541";1325;5997
5998;"CreditCard";"5994696856737270";1545;5998
5999;"CreditCard";"8384836649971988";10105;5999
6000;"CreditCard";"9143329697496383";3195;6000
6001;"CreditCard";"6277203256652130";3656;6001
6002;"CreditCard";"4532046086471009";9122;6002
6003;"CreditCard";"6189084915271787";12704;6003
6004;"CreditCard";"8962932472406573";8908;6004
6005;"CreditCard";"6211304820930131";7496;6005
6006;"CreditCard";"7894948446871528";7140;6006
6007;"CreditCard";"4797222663428326";7297;6007
6008;"CreditCard";"5121182118975750";1565;6008
6009;"CreditCard";"4871739529239356";1815;6009
6010;"CreditCard";"7172752098506023";7492;6010
6011;"CreditCard";"7089576805408691";9336;6011
6012;"CreditCard";"5050200999396586";5924;6012
6013;"CreditCard";"5995671851323435";5324;6013
6014;"CreditCard";"5339022622887042";5966;6014
6015;"CreditCard";"8417166154538525";2970;6015
6016;"CreditCard";"8290261660927170";7941;6016
6017;"CreditCard";"9728137874805201";4468;6017
6018;"CreditCard";"4953212279644883";10917;6018
6019;"CreditCard";"9821858421185613";853;6019
6020;"CreditCard";"7587609846662754";2820;6020
6021;"CreditCard";"6243669398012592";10566;6021
6022;"CreditCard";"8384686581508071";9359;6022
6023;"CreditCard";"6168976033294336";4505;6023
6024;"CreditCard";"6069259458220368";8944;6024
6025;"CreditCard";"6986712662936648";2223;6025
6026;"CreditCard";"6063905035962894";4319;6026
